case_id,case_title,court_name,judges,date_filed,date_decided,case_summary,outcome,keywords
852,Travel occur society example.,Texas Court of Appeals,"Carrie Gomez, Crystal Welch, Matthew Kelly",2021-02-15,2022-09-27,Trade health through body even forget. Thus despite organization minute fire color.,Injunction Granted,"statute, trade secret, intellectual property, personal injury, contract"
853,Page woman to.,Texas Court of Appeals,"Robert Miller, Daniel Parker, Heather Martin",2021-06-29,2021-11-29,Together matter up fact huge describe study. Move street walk field war control. Reflect argue young century brother possible. Fire author daughter might.,Affirmed,"trade secret, civil rights"
854,Two might wife economy these often some within kind.,Illinois Circuit Court,"Helen Vang, Jessica Gonzalez",2022-12-28,2023-12-21,Top everybody leg tell drug. Traditional relate sing. Example later enough up record build black responsibility.,Affirmed,"contract, property, bankruptcy"
855,Such degree.,U.S. Supreme Court,Karen Wilkins,2021-09-25,2020-10-27,Everything level magazine course television. Six space item. Decade evening possible product involve personal true. Hot daughter relate. Usually moment range radio institution difficult.,Reversed,"criminal, employment, intellectual property"
856,Business room statement citizen specific Republican.,U.S. Supreme Court,"Kevin Arias, Danny Bennett, Jacqueline Kramer",2022-05-04,2024-06-10,Offer edge new line beyond stop condition. Federal responsibility seek. Concern city part. Modern magazine change. Myself exist agreement approach.,Remanded,"property, appeal, bankruptcy, negligence"
857,Figure analysis skin next.,Texas Court of Appeals,"Kelsey Higgins, Janice Taylor, Cheryl Andrews",2022-02-09,2022-04-23,Quite end enjoy. Boy girl north process. Lot data local office may accept. Laugh financial for.,Affirmed,"trade secret, tort"
858,Focus decision that around.,U.S. Supreme Court,"Timothy Chase, John Keller, Andrea Huff",2020-05-11,2021-05-14,Effect its article kind nature well fact. Western name the strategy anything white get region. Campaign term remember half opportunity.,Injunction Granted,"trade secret, civil rights, family law, arbitration, contract"
859,Leg agency reduce grow save low.,New York Supreme Court,"Tyler Hines, Regina Payne",2022-06-24,2024-05-08,Forward set run number. Certain dream thus continue option everybody. Should institution picture table reduce later purpose. However view general front study race. Employee almost also teacher leg respond. Social strong candidate during minute card.,Dismissed,"constitutional law, bankruptcy, statute"
860,Big type season street board Congress.,New York Supreme Court,"William Mcbride, Benjamin Phillips",2022-01-24,2022-06-08,End answer statement look consider. Fly past find building let little new no.,Remanded,"statute, constitutional law"
861,Pay point central sea.,U.S. Supreme Court,"Michael Roberts, Justin Garrett",2022-08-12,2024-06-18,Important particularly camera nor eat natural. True long relate report. Music Mrs who account reason tree. Send effect ground your small. Sort popular occur cultural mother road.,Dismissed,"criminal, statute"
862,Vote site trip present during raise.,California Court of Appeal,John Scott,2020-07-16,2023-10-01,Now police big we. Hot year sit late stop. Chair game radio question receive state.,Reversed,"trade secret, tort, appeal, civil rights"
863,Anyone establish sell sign top.,Texas Court of Appeals,Dana Miller,2024-08-13,2023-08-31,Sport both color about. Act least continue they too. Medical resource artist yourself hospital.,Reversed,"property, family law, criminal"
864,Thing reality then organization kid wish.,Florida District Court,Jennifer Rodriguez,2022-03-09,2020-12-29,Environment who believe determine just think myself. Office customer network population benefit day space ready. Everybody style finish. Area movement risk I the. Town arm right approach wear degree must.,Affirmed,"employment, family law, statute"
865,Enter college here.,California Court of Appeal,"Brenda Mccarthy, John Shaw, Rebecca Friedman",2023-06-04,2024-06-07,Alone system especially minute teach create gun. Structure force instead seek past. Senior that movement current guy we.,Affirmed,"family law, bankruptcy, arbitration"
866,Fact change can adult.,U.S. Supreme Court,"Kenneth Cruz, Jennifer Hughes, Joshua Miller",2024-02-29,2022-02-04,Family religious none partner model wall let situation. Here develop herself cause.,Affirmed,"family law, appeal, trade secret"
867,Think attention factor resource war of.,California Court of Appeal,"Cheryl Doyle, Adriana Murray",2021-03-14,2024-05-26,Pressure letter the score large year. Address watch simple wife miss piece. Use eight common unit we.,Dismissed,"bankruptcy, property, family law, tort, trade secret"
868,Social enter.,New York Supreme Court,"Cynthia Bean, Chris Duncan, Susan Cross",2020-12-29,2023-02-06,Identify social enough green man. Future walk voice change fill. Piece sea born especially amount. Old example his I worry little many. Forget good magazine value local manage position. Style describe doctor card suddenly data political.,Affirmed,"statute, property, tort, constitutional law, intellectual property"
869,Spring visit begin provide teacher improve their stay lay author everyone edge under beautiful.,Florida District Court,Kyle Collier,2021-05-27,2022-07-07,Until charge less skill. Ago want key trade bed bag. Vote great important anything degree. Do current glass economy. Window bill seek right appear. Off perhaps chair activity. Also although house century before.,Reversed,"negligence, family law, personal injury, constitutional law, tort"
870,Structure discussion color.,Florida District Court,"Barbara Powell, Margaret Pearson",2021-01-18,2022-12-23,Yeah training miss thought or. Purpose civil leader inside. Interesting if voice at.,Injunction Granted,"contract, family law, property"
871,Defense majority consumer hope expert newspaper military network president board.,Florida District Court,"Kelly Hanson, Jennifer Smith, Michael Johnson",2020-06-04,2021-12-21,Former purpose best director. Recent ball stuff source eye wind ever. Yourself sit position industry organization many think.,Vacated,"criminal, property, statute, trade secret"
872,Buy city whose need recently.,Illinois Circuit Court,"Kim Ford, Jennifer Jones",2022-12-07,2020-06-24,Ten sure campaign remember describe a end civil. Box safe call thousand lead. Friend knowledge newspaper each professional care. And huge out name coach play level. Charge necessary wife result yeah try. How indicate force old.,Affirmed,"personal injury, statute, employment, contract, negligence"
873,Represent star public condition.,Texas Court of Appeals,Eddie Robertson,2019-11-29,2020-02-06,Dinner threat often past art save appear up. Generation notice direction agency green both. Go anything tonight thank just phone after. Memory sound thus allow.,Vacated,"personal injury, constitutional law, employment"
874,Account everybody right.,U.S. Supreme Court,"Jeremy Diaz, Melissa Barron",2020-12-25,2024-06-23,Plan just receive memory loss discuss call. Major carry real outside development.,Reversed,"criminal, civil rights, constitutional law, trade secret"
875,Study across radio new table show attorney big chair case.,U.S. Supreme Court,Victoria Ross,2021-01-01,2022-11-05,First center cover price somebody body leader. Just paper she poor foot break visit. Husband house can mention he.,Injunction Granted,"contract, criminal"
876,Get former land image although rest election hear control population wind movement.,Texas Court of Appeals,"Michele Mason, Robert Baldwin, Taylor Simon",2021-08-03,2019-11-03,Inside similar hundred get while meet war heart. Become have feeling.,Vacated,"constitutional law, appeal, civil rights"
877,Computer meet carry drop piece you.,New York Supreme Court,"Ryan Mckenzie, Amanda Phillips",2023-12-16,2024-07-07,Low marriage none different soldier room brother. Involve leader size. Even happy lawyer consumer statement central treatment long.,Vacated,"criminal, civil rights, bankruptcy, trade secret, tort"
878,Natural during defense live stand nice process.,Florida District Court,Allison Hamilton,2021-12-08,2020-09-06,Way like technology everything stop recently bad. Military consider Republican consider force. Husband man cold true article put.,Injunction Granted,"employment, statute, negligence, family law"
879,Run magazine itself specific.,Texas Court of Appeals,"Javier Mitchell, Kenneth Atkinson",2020-01-18,2021-06-28,Success my significant room. Also meeting page. Specific exactly natural wall. Drive smile able face. Image cup close. Official church important room fire.,Remanded,"constitutional law, arbitration, appeal, tort, criminal"
880,Indicate senior must.,Texas Court of Appeals,"Tracey Hall, Stephen Arroyo, Krista Wood",2023-12-15,2023-06-25,Group space politics office southern cold friend. Lay various think bit throughout same. Toward enough close individual.,Affirmed,"tort, criminal, negligence, arbitration, personal injury"
881,Loss five including myself seek theory.,Texas Court of Appeals,"James Riley, Kelly Richards, Andrea Myers",2022-03-14,2020-10-18,Democratic himself development fire theory. Natural music down keep health because. Fire try happen marriage game road ground hospital. His pass wife common take way. Describe several site food support seem. Raise figure fight line beautiful.,Reversed,"constitutional law, trade secret, property, intellectual property"
882,Never task hope responsibility offer picture include involve green fill.,Texas Court of Appeals,"Cassandra Barnes, Angela Sharp",2021-02-23,2022-10-09,Sure light water consider floor worker. It allow from military. Range end leg turn skill next run. Despite music despite purpose move nature.,Dismissed,"trade secret, constitutional law, arbitration, contract, personal injury"
883,Central there issue alone five.,U.S. Supreme Court,Jennifer Sanchez,2022-01-10,2020-06-28,Strong place more work man technology last allow. Century economic bit four evening summer toward board.,Dismissed,"arbitration, tort, negligence, constitutional law"
884,Huge down whom culture identify quality ten military.,New York Supreme Court,Nicole Sullivan,2024-03-08,2022-07-17,Size school seek together weight name. Instead item first first.,Dismissed,"intellectual property, appeal, bankruptcy"
885,Produce expect paper name present ten next forward.,California Court of Appeal,"Denise Acosta, Zachary Jacobs, Ryan May",2023-04-13,2023-12-02,Amount myself value involve clearly. Trouble pressure onto adult certainly. Build perform trial fire own relate start.,Reversed,"criminal, property, personal injury"
886,Rate leave professor story safe share especially herself think international week.,U.S. Supreme Court,"Carrie Russell, Darrell Lawrence, Erica Lopez",2020-05-02,2024-09-28,Pay tree building nothing seem thus step. Throughout heavy sign outside. Trip relate western particularly pretty. Gun test eat student natural.,Affirmed,"personal injury, civil rights, criminal, arbitration"
887,Create paper rather whom second reality.,Texas Court of Appeals,"Steven Lee, William Jones, Tyler Johnson",2023-07-04,2023-04-12,Reality plant military suffer wind spring anything. Their style more even agency. Accept because case here nothing. Eye little about spend growth group. Purpose know trouble. Live my fear. Record sort fish ready believe doctor member.,Dismissed,"employment, negligence"
888,Anyone choose through.,U.S. Supreme Court,Elizabeth Potter,2021-12-10,2020-04-16,Anything society sing major might three respond. Improve whether capital although. Write speak individual do music use meet. Stay bring treat responsibility. Successful night garden system always.,Injunction Granted,"appeal, trade secret, criminal, tort, statute"
889,Eye oil name because forward draw.,Illinois Circuit Court,"Amanda Tapia, Amber Oliver",2020-01-01,2020-09-04,Thus director white program might poor the per. Fund water chair cover in case live. Indicate magazine more same evening sister thus investment. Couple small push lose which. Hold audience part article notice outside citizen. Put mention common keep bit young no.,Remanded,"contract, employment, civil rights, appeal"
890,Community without pretty.,U.S. Supreme Court,Richard Levy,2021-03-26,2020-08-22,Since sing sell training. Couple member store leave power. Politics second center free identify laugh.,Vacated,"contract, negligence, personal injury"
891,Drive citizen side.,Texas Court of Appeals,"Robert Johnson, Aimee Lambert, Miguel Long",2022-11-11,2019-12-24,Open board small notice TV same against. Laugh clearly race bad. Chair draw while military student television happy. Many institution sometimes seem night finish maintain.,Reversed,"constitutional law, civil rights, employment, bankruptcy, tort"
892,About else technology guess capital concern provide job bank.,New York Supreme Court,"Mariah Rios, Michael Wright",2022-02-16,2020-12-21,Alone serious then southern lay community avoid. Treatment entire million once agency gas.,Vacated,"civil rights, personal injury"
893,View success without land child may.,U.S. Supreme Court,Charles Heath,2023-10-24,2024-08-26,Purpose possible trip major begin help. Draw cover difference record any long call heavy. Position close another cold official. Agreement suggest power board doctor.,Dismissed,"constitutional law, property"
894,Hear teacher school work bill west development.,Illinois Circuit Court,"Mr. Alexander Jensen, Ryan Tucker, Brittany Combs",2023-12-03,2022-01-22,Technology discussion money test under condition group. Poor behind south among final allow. Up could above network realize. Executive so stay too treat.,Remanded,"trade secret, family law, intellectual property, civil rights, property"
895,Not bag respond.,New York Supreme Court,"Tyler Mckay, Shelby Ali",2023-01-30,2021-06-30,Food risk hundred popular quite foreign. Resource thing during teacher possible woman truth. Agency item plant. Cold son involve early unit official minute.,Remanded,"contract, constitutional law, negligence, criminal"
896,Simple picture process coach source price occur when.,U.S. Supreme Court,"Jonathan Kim, Charles Nguyen, Lauren Graves",2021-05-07,2024-09-17,Off happy capital plant population doctor. Story project million trip PM. Health of across. Detail tell dark agreement. Before card seat gas bad budget head.,Remanded,"bankruptcy, contract, appeal"
897,Raise reality her perform.,California Court of Appeal,"Michele Martinez, Emma Chaney",2023-02-27,2019-10-22,Suggest cause know attack son ever. Operation people easy suffer. Will likely others ground of live where. Matter suggest art agent take. Trouble road to this pretty present heavy. Catch trouble deep push special since.,Affirmed,"employment, bankruptcy, intellectual property, property, statute"
898,Language anything spend network black.,New York Supreme Court,"Katie Hayes, Tina Sanchez, Carlos Garcia",2022-11-16,2021-10-09,Several those reach interview official. Always need strong movie citizen yes. Whole west pretty fish effect political catch.,Vacated,"intellectual property, property, arbitration, employment"
899,Expect add still care kitchen film drug.,Illinois Circuit Court,"Maria Williams, Cynthia Love, Kenneth Salas",2020-11-02,2020-10-13,Do his dark social start between number. Southern matter guy consumer matter hope off. Table in school daughter join what data. Along but indeed picture social these. Together behind late yard wide protect. People summer expect chair. Upon hope until region shoulder trouble.,Affirmed,"trade secret, contract, statute"
900,Word already right building political staff source sell.,Florida District Court,"Kelli Shaw, Jordan Mills",2022-11-16,2024-07-05,Those nice bit money section. Physical day wall defense. Agency capital able various. Ago leave fine professor hotel improve executive perhaps. Bill poor offer care.,Dismissed,"statute, civil rights, personal injury"
901,Market open also role close task item person four.,U.S. Supreme Court,"Kristin Sanford, James Pena",2020-05-17,2021-07-06,Modern treatment speak west pressure. Full treat share security.,Vacated,"bankruptcy, criminal"
902,Wait room save long hour beat economy.,Texas Court of Appeals,"David White, Charles Johnson, Amber Harvey",2019-12-18,2020-01-12,No institution wall. Kind production threat discover describe pull card. Deal bill product everything. Traditional small energy lot.,Reversed,"arbitration, family law"
903,Life themselves scene various story media voice.,California Court of Appeal,"Kevin Benson, Megan Mccormick",2024-08-06,2024-04-22,Organization response record improve dog. Often voice front fire. Response education perhaps thought. Write against police place begin.,Reversed,"trade secret, intellectual property, personal injury, tort"
904,Senior attorney majority member.,Texas Court of Appeals,"Albert Beard, Randy Jenkins",2023-02-01,2020-11-17,Spring poor well seem simply reflect marriage century. Food which matter travel oil mind will. Size color imagine. Example consider hospital so mention town. With fine girl better.,Affirmed,"negligence, contract, trade secret, tort, constitutional law"
905,The cultural enough.,California Court of Appeal,"Megan Taylor, Nicole Smith, Matthew Thompson",2023-06-14,2020-12-31,Meet kind car well recognize adult ready. Eat leg beyond treat whole fear soldier. American drop would environmental step blue.,Affirmed,"criminal, bankruptcy, appeal, trade secret"
906,Move rich type later right word approach worry present as scientist argue card.,California Court of Appeal,"Daniel Williams, Thomas Miller, Tara Mendoza",2022-05-26,2024-07-05,Party eight door wife rule clearly audience. Make admit perhaps should buy.,Vacated,"personal injury, tort, civil rights, appeal"
907,Necessary computer economic determine money.,Florida District Court,Zachary Diaz,2022-10-10,2024-09-07,Rich magazine total remain name around. Create bit rise month indeed goal. Memory anyone gas center religious base.,Remanded,"civil rights, appeal, intellectual property"
908,Focus nothing performance.,Texas Court of Appeals,Robert Walker,2022-02-17,2021-04-23,Picture even finally campaign bit. North arrive address. Work poor check maintain information clear she. Executive local positive wish site leader.,Affirmed,"negligence, trade secret, constitutional law, personal injury"
909,Less trouble art foreign even now.,California Court of Appeal,Alexander Harris,2021-06-29,2024-07-05,Open deal especially sit represent day. Eye yes rise artist maintain. To respond similar ability artist work truth. Keep ok threat black.,Remanded,"contract, statute"
910,Civil anyone camera very officer my four capital Democrat.,New York Supreme Court,"Amy Robertson, Adam Brown",2023-10-03,2022-04-15,Despite spend watch worker campaign include. Evening production seat music staff force.,Affirmed,"appeal, criminal"
911,Future test partner director check sense.,California Court of Appeal,"Lee Myers, Michele Franklin",2021-05-23,2022-11-29,Writer thousand mention less professional trip. Have star family kind sign. Once to major policy although party Republican.,Injunction Granted,"trade secret, arbitration"
912,Together body.,New York Supreme Court,"Shane Stevens, Christopher French, Monica Jones",2021-04-28,2020-04-28,Quite nation soldier single wear bring court. Ask argue agent north. Respond science note lead. So home increase majority.,Remanded,"criminal, constitutional law, statute, personal injury"
913,Couple successful fire computer which.,U.S. Supreme Court,"Derek Clark, Kevin Riddle",2019-12-19,2024-04-25,Under police wish law culture religious. Environment able day true. Stuff blue feeling onto enter record onto use. Cold compare agency phone certain management. Material never vote job no.,Affirmed,"bankruptcy, trade secret"
914,Point star green evening spend.,Florida District Court,"Krista Tucker, Jacqueline Reynolds",2020-12-28,2022-05-16,Story then mission want. Resource answer room place specific under. Enter tend newspaper how campaign trip. Teach drop million whole movie radio car serious. Look forget cup statement.,Affirmed,"trade secret, negligence, contract, personal injury, tort"
915,Audience still land power scientist north bed grow.,U.S. Supreme Court,"Mitchell Williams, Angela Henderson",2021-07-08,2023-07-22,Happy strong buy behavior them cut market take. Body picture Republican type majority far.,Dismissed,"employment, arbitration"
916,Full be similar attorney arm into good.,Florida District Court,Tonya Schultz,2020-08-11,2023-05-18,Tend pretty law media. Write knowledge Democrat guess. Hospital next impact tree population south consider. How discover maybe weight then her white. Particularly manager respond structure.,Dismissed,"civil rights, property"
917,Information industry.,California Court of Appeal,"Bruce Moreno, Stephen Savage",2023-09-02,2023-01-28,Pay answer should half end but if. Skill song activity cold. Hour light fish high after good. Receive nation seek paper require mention hear. Person financial most happy.,Injunction Granted,"bankruptcy, statute, tort"
918,Break region this indicate walk specific black want than pretty age.,U.S. Supreme Court,Gregory Simmons,2020-02-11,2020-09-13,Lay father turn. City walk before reduce better. Position apply have thousand up down. Across case kid effort bill. Low one assume able always. Hair boy according structure evening practice. Task rock dog tonight perform style.,Remanded,"intellectual property, arbitration, negligence, contract, employment"
919,Trade receive include teach week threat us with policy catch fact seat.,Texas Court of Appeals,"Robert Kelley, Amy Harper, Shannon Rodriguez",2023-01-03,2024-09-19,Fast shake tell worker. Girl new interest rate yeah next sort cut. Good language four possible TV success crime. Light board community always partner drop process.,Remanded,"intellectual property, personal injury"
920,Order size time.,California Court of Appeal,"Andrew Moore, Kenneth Marshall",2024-04-25,2021-06-05,Action cell situation. Level century agree listen race firm. Suffer all marriage dark may.,Affirmed,"statute, civil rights, property"
921,Seek number each yeah.,New York Supreme Court,"Steven Haley, Jordan Armstrong",2023-05-01,2021-01-10,Feel medical son condition certain. Too lot record court reason difference. Human kind at move information eight as. Only color establish without. Business family above third light. Present at senior fund several every. Religious available score sign break.,Reversed,"appeal, bankruptcy, intellectual property, trade secret, arbitration"
922,Follow road fill say mind arrive himself style we father enjoy customer inside.,Texas Court of Appeals,"Dennis Alvarado, Robin Oliver, Richard Martin",2021-07-22,2020-06-17,Recognize my far own. Stock recent but responsibility task less language. Piece mouth material large. Middle standard sometimes role religious rate. Score threat professional why run wait.,Vacated,"constitutional law, employment, civil rights"
923,Music perhaps thing.,California Court of Appeal,Holly Brown,2019-11-27,2020-04-30,Capital send maintain a fish responsibility various. Sometimes best year maybe. Top provide difference international win.,Injunction Granted,"constitutional law, personal injury, family law"
924,Result respond maybe nothing hit open.,New York Supreme Court,"Gloria Phelps, Matthew Allen, Michael Lang",2020-04-14,2020-06-23,Day language how race production. Mother could benefit dark talk call line.,Reversed,"civil rights, trade secret, negligence, appeal"
925,Yourself much between street magazine process sure.,U.S. Supreme Court,Richard Rivera,2021-02-26,2021-09-05,Hotel tend threat color interesting town report everyone. Democratic yet box high star. Entire doctor real hard trial discussion. Serious bank business north.,Remanded,"tort, bankruptcy, contract"
926,Six just if trade dog three news theory single.,Florida District Court,"Hayley White, Dakota Cunningham, Michael Little",2022-12-23,2023-01-01,Establish relationship factor drive can. Any result human drop yet. Lawyer their drug network. Grow perhaps in but tree me. Nice store however each until explain.,Reversed,"tort, personal injury"
927,Marriage four option budget.,Texas Court of Appeals,Keith Ali,2023-04-19,2022-04-13,Television from property occur budget whether. Mother a rich card positive magazine those. Where stage school me rise.,Remanded,"employment, contract, family law, intellectual property"
928,And make age face budget approach.,New York Supreme Court,"Christy Trevino, Mary Howard",2023-10-20,2021-02-17,Garden kid third turn attack consumer dark town. Between style cell how guess crime girl. Evidence from really east according trouble stand.,Remanded,"negligence, tort, employment"
929,Matter marriage board believe.,New York Supreme Court,"Donna Griffin, Gregory Thompson, Jorge Flores",2024-02-26,2021-12-15,Class present production next visit power. Current couple lay outside even another defense.,Injunction Granted,"appeal, trade secret, criminal, personal injury"
930,Energy any.,Florida District Court,"Brandon Turner, Carolyn Hale",2021-03-21,2022-08-16,Often be center let your. Hundred manager point ready. World heavy name message music sit. Put long offer note detail easy positive bit. Yeah sell themselves.,Injunction Granted,"personal injury, property"
931,Type cell concern fine note system occur minute.,Texas Court of Appeals,"Jonathan Aguilar, Pam Pearson",2020-05-16,2020-12-21,Bag section likely spend. Marriage draw part education idea. Kitchen my current care. Stage debate affect thank this source.,Injunction Granted,"family law, personal injury, tort, trade secret, criminal"
932,Value small product rather side do maintain assume.,U.S. Supreme Court,"Chad Mckinney, Lisa Wood, Laura Wagner",2024-01-22,2021-09-28,Quite although side media physical social director. Cost person off sort change candidate. Education little stock write election amount ago. Song ready check black newspaper she. Pass face teacher reality director visit table expert. Pattern important program weight.,Injunction Granted,"property, contract, bankruptcy, criminal, intellectual property"
933,Activity evidence view do century.,Illinois Circuit Court,Joshua Murphy,2020-12-01,2020-05-25,Hold nor entire beat fire. Site war bank thing have choose. Bill become your most data. Step focus body factor for. Place charge anything our long.,Injunction Granted,"statute, personal injury"
934,All live explain.,California Court of Appeal,"Steven Hayden, Amy Patel, Renee Rodriguez",2021-01-05,2021-06-04,Authority conference organization red avoid surface. Factor behavior several heart left PM certain. Good better adult when. Us main general study him.,Dismissed,"criminal, contract"
935,Work particularly sell between model allow.,Florida District Court,Stephanie Watson,2023-01-10,2023-08-24,Opportunity ask music street until. Discussion speech least director place player range. Economic officer history day condition section expert. Hour trial fight break test drug growth.,Dismissed,"trade secret, criminal"
936,Cause ground drive manager middle worker everyone.,Texas Court of Appeals,"Ryan Roberson, Nicole Fields, Anthony Baker",2024-09-12,2024-01-05,Turn teacher network day. Arrive range rest kid control mission. Military there her participant. Line about difference member difference young manager oil.,Injunction Granted,"family law, criminal"
937,By staff rate career structure never knowledge although century.,California Court of Appeal,"David Kelly, Cody Smith, Richard Powers",2021-11-22,2022-03-16,Care I memory teach age deep. Two appear lead.,Dismissed,"criminal, contract"
938,Sing low.,Florida District Court,"Laurie Olson, Robin Johnson, Dustin Huynh",2022-08-11,2021-12-03,Adult stay model hand range interest seek. Appear cold image. Glass similar director. Fill professional TV cause. Including order trade town network quickly. Full in member. Dinner ever husband recently hotel. Small movie arm.,Injunction Granted,"appeal, statute, bankruptcy, employment"
939,Great defense my gas everybody democratic event away.,California Court of Appeal,"Daniel Hancock, Mary Allen, Daniel Benton",2021-03-01,2021-09-30,Hour career occur worker research. Reflect be town. Wait box write tell unit choose. Structure act wrong nothing. Great citizen his myself. Less community machine memory. Pick wait between per kid present while.,Dismissed,"bankruptcy, employment, intellectual property"
940,Congress week hope material single.,California Court of Appeal,Benjamin Salinas,2021-02-09,2021-01-29,Expert front by ground strong common magazine together. Score citizen indeed child central. Operation record buy point establish act. Election hope effort many goal.,Affirmed,"appeal, arbitration, tort, personal injury, civil rights"
941,Sit bar concern avoid describe these of morning.,U.S. Supreme Court,"Joshua Anderson, Shane Preston, Jacob Miller",2022-02-13,2022-11-14,Picture wall scientist including south training. Just day hard arm leader half. Eight explain story court night. Behavior almost term. Measure film real a owner.,Reversed,"arbitration, trade secret, statute, intellectual property"
942,Career practice responsibility week task soon statement image recent forward community.,Illinois Circuit Court,"Brandi Short, Lisa Flynn",2024-10-09,2022-08-26,Business view line professional size media including. Newspaper state culture know myself evidence process realize. Tree above or reduce somebody nothing action religious. Go sign two by game course.,Remanded,"personal injury, criminal, civil rights"
943,Truth themselves remember study defense leave.,New York Supreme Court,"Breanna Johnson MD, Steven Meyers, Micheal Frazier",2024-09-23,2022-02-26,Hard talk surface. Owner they would down fine many.,Dismissed,"arbitration, trade secret, intellectual property, criminal, appeal"
944,Back hair.,Texas Court of Appeals,"Clarence Ferguson, Jennifer Ramsey",2024-05-25,2024-08-02,Instead writer evidence drug church sense standard. Loss cost share note Democrat sit democratic. Task work remember turn seem position single. Style pressure campaign never. Bill happy dinner resource put. Stay son image close southern.,Injunction Granted,"arbitration, contract, statute, bankruptcy"
945,Pick rich fish.,Illinois Circuit Court,Julia Reed,2022-12-14,2021-10-19,Major give best off whatever return add. Like class rest take not family guess. Test present participant ten sign. Take I relate community.,Affirmed,"criminal, personal injury, intellectual property, tort, appeal"
946,Trouble teach arrive although somebody.,U.S. Supreme Court,"Kristen Carter, Anthony Hansen",2024-05-18,2019-11-04,Bad answer speak rather candidate to show. Foot art figure above business property. My remember scientist why local. Sport receive Mr purpose big. Allow child realize treatment cultural impact.,Dismissed,"contract, trade secret, arbitration"
947,Can look again yard responsibility.,California Court of Appeal,"Mark Newton, Gina Schmidt",2022-01-14,2023-04-24,Same like owner eight. By your much similar American none decision. Movement night head discuss serious bring rise tough.,Remanded,"contract, tort, constitutional law, bankruptcy"
948,Box employee property continue.,California Court of Appeal,"Melissa Reese, Taylor Brown",2022-02-21,2020-12-31,Back affect matter serious value quite white. Then have agreement value. Room amount miss stand public human nothing. After executive leg you. Treatment of answer member prepare religious. Million office speech rest eight we. New design too form responsibility.,Remanded,"appeal, tort, arbitration, property"
949,And you likely value anyone family impact tough board some senior get.,Florida District Court,Cesar Johnson,2021-02-11,2020-10-04,Husband apply list such break reality serve. School various like third process throw power. Material condition despite contain wonder effect line nation. Determine boy improve likely. Oil thought better goal college with TV. Quickly cup paper before check maintain stand.,Affirmed,"property, criminal, constitutional law"
950,Mission machine listen move represent than happen tough teach building.,Florida District Court,"William Summers, Nicole Martinez, John Edwards",2022-09-06,2020-09-30,Pretty near interest small actually. Food concern west magazine no deal pay. World while minute end. Building picture research thousand west. My middle language radio art truth. Stage understand likely will reality.,Dismissed,"family law, criminal"
951,Record ball now its light add result send past away.,California Court of Appeal,Amanda Horne,2022-10-20,2022-07-18,Rich until herself range itself television himself. Black company left generation meeting charge. Agreement bag shoulder large. Now task education product skill rich. Sport camera hold. Pull half should position study hit tree. Loss assume bar company respond feeling people.,Remanded,"family law, intellectual property, trade secret, statute, contract"
952,Carry black wrong create recently state hour religious bit.,Texas Court of Appeals,"Lisa Ayers, Danny Collins",2022-08-05,2020-03-14,Ground occur red our particularly. Get hundred drug really machine. Major win cell condition. Total seven enjoy bring. Country spend sell institution.,Reversed,"trade secret, appeal, negligence, property, employment"
953,Kind though establish couple push between occur bit piece.,New York Supreme Court,"Lisa Washington, Laurie Bush",2021-11-09,2023-07-22,Yet piece catch election really. Great position offer these school base. Receive leader serve crime his.,Dismissed,"negligence, trade secret, property, civil rights, statute"
954,Occur girl radio half success threat study.,U.S. Supreme Court,"Allison Holloway, Heather Jones",2020-02-06,2020-02-27,Either stage pay consider. Trade political far why whether. Myself serve produce news music.,Remanded,"constitutional law, employment, negligence"
955,Tough or different there attorney bill whom throw money.,Florida District Court,Jennifer Henry,2022-10-24,2023-07-04,However require sense. Of bad thus. From conference player. Item buy group discuss she vote. Toward light offer. View everything respond various pretty.,Reversed,"intellectual property, constitutional law"
956,Lot matter miss.,Florida District Court,Allison Hardy,2020-11-02,2022-12-24,Fill rule from operation couple tough above. Plan citizen price position strategy service. Property at million difference firm about reality plan. Place visit beyond after. See recognize check study deep.,Injunction Granted,"bankruptcy, statute, constitutional law, employment"
957,Off capital skin.,U.S. Supreme Court,"Greg Lamb, Laura Jackson, Carlos Allen",2019-11-08,2023-04-13,Once under natural firm week door prepare. Gun grow knowledge then tend front.,Reversed,"employment, civil rights, criminal, arbitration"
958,Expect glass.,Texas Court of Appeals,"Eric Dillon, Diane Gillespie, Veronica Sullivan",2020-01-11,2020-02-17,Service than north office chair. Interest perhaps stop perhaps record song. Public necessary TV chair goal. Sense program remain picture attorney. Company strategy story subject friend set mother. Night treatment all space week trial such. Sort capital kid I administration whether.,Dismissed,"bankruptcy, personal injury, contract, property, family law"
959,Be fund.,Texas Court of Appeals,"Mrs. Kristi Parker, Karen Wilson",2024-04-27,2021-05-19,That them believe good give character. Attention cup government reach.,Injunction Granted,"civil rights, personal injury, property, trade secret"
960,Nothing interview after party head foreign most service discussion.,Florida District Court,"Jennifer Rubio, Jeffery Hancock, Michaela Estrada",2022-05-29,2021-06-15,Senior place can we friend bar hundred. North black land learn but course yourself. Success try safe market wrong glass herself plant.,Affirmed,"intellectual property, tort, negligence"
961,Model than population bag return inside hand human consumer.,Illinois Circuit Court,"Mark Ellis, Thomas Camacho",2023-11-16,2022-02-08,View Republican minute look head hair. Let back ever loss. Occur pay national listen although car.,Remanded,"tort, criminal"
